street_address,phone_number,zip_code,entity_type,fips_county_code,bed_count,city,state_or_region,name_common,ccn,facility_type,medicare_medicaid_eligible,lat,lon
2222 welborn street,2145595000,75219,PROPRIETARY,113.0,100.0,dallas,TX,texas scottish rite hospital for children,453314,Childrens Hospitals,true,,
333 n santa rosa st,2107043342,78207,PROPRIETARY,29.0,652.0,san antonio,TX,children's hospital of san antonio,453315,Childrens Hospitals,true,,
7601 preston road,2144561792,75024,PROPRIETARY,85.0,72.0,plano,TX,childrens medical center plano,453316,Childrens Hospitals,true,,
1901 north highway 87,4322687222,79721,RELIGIOUS AFFILIATION,227.0,160.0,big spring,TX,big spring state hospital,454000,Psychiatric,true,,
1200 e brin street,9725246452,75160,NOT FOR PROFIT,257.0,74.0,terrell,TX,terrell state hospital,454006,Psychiatric,true,,
6515 kemp blvd,9406921220,76308,NOT FOR PROFIT,485.0,354.0,wichita falls,TX,north texas state hospital,454008,Psychiatric,true,,
805 n dickinson dr,9036833421,75785,NOT FOR PROFIT,73.0,380.0,rusk,TX,rusk state hosp,454009,Psychiatric,true,,
6711 s new braunfels ave,2105317711,78223,NOT FOR PROFIT,29.0,302.0,san antonio,TX,san antonio state hospital,454011,Psychiatric,true,,
1011 north cooper street,8172613121,76011,VOL. NON PROFIT - RELIGIOUS AFF,439.0,128.0,arlington,TX,millwood hospital,454012,Psychiatric,true,,
721 thompson dr,8308962211,78028,NOT FOR PROFIT,265.0,48.0,kerrville,TX,kerrville state hosp,454014,Psychiatric,true,,
1505 8th st,9403223171,76301,VOL. NON PROFIT - RELIGIOUS AFF,485.0,96.0,wichita falls,TX,red river hospital,454018,Psychiatric,true,,
6500 hornwood,7139950909,77074,VOL. NON PROFIT - RELIGIOUS AFF,201.0,160.0,houston,TX,west oaks hospital,454026,Psychiatric,true,,
3501 mills ave,5123242000,78731,PROPRIETARY,453.0,151.0,austin,TX,seton shoal creek hospital,454029,Psychiatric,true,,
301 e division box 1885,9034546000,75401,VOL. NON PROFIT - RELIGIOUS AFF,231.0,54.0,greenville,TX,glen oaks hospital,454050,Psychiatric,true,,
17720 corporate woods drive,5124919400,78259,VOL. NON PROFIT - RELIGIOUS AFF,29.0,208.0,san antonio,TX,laurel ridge treatment center,454060,Psychiatric,true,,
1636 hunters glen road,9159495722,76901,VOL. NON PROFIT - RELIGIOUS AFF,451.0,80.0,san angelo,TX,river crest hosp,454064,Psychiatric,true,,
2000 n old hickory trail,9722987323,75115,VOL. NON PROFIT - RELIGIOUS AFF,113.0,76.0,desoto,TX,hickory trail hospital,454065,Psychiatric,true,,
1025 east 32nd street,5125445253,78705,VOL. NON PROFIT - RELIGIOUS AFF,453.0,58.0,austin,TX,austin lakes hospital,454069,Psychiatric,true,,
2800 macgregor way,7137415000,77021,NOT FOR PROFIT,201.0,272.0,houston,TX,harris cty psychiatric ctr,454076,Psychiatric,true,,
1120 cypress station dr,2818937200,77090,PROPRIETARY,201.0,90.0,houston,TX,intracare north hospital,454083,Psychiatric,true,,
4110 guadalupe,5124192100,78751,NOT FOR PROFIT,453.0,352.0,austin,TX,austin state hospital,454084,Psychiatric,true,,
1150 devereux dr,2813351000,77573,PROPRIETARY,167.0,44.0,league city,TX,devereux texas treatment network,454085,Psychiatric,true,,
1401 rangerville road,9563648000,78550,NOT FOR PROFIT,61.0,55.0,harlingen,TX,rio grande state center,454088,Psychiatric,true,,
1950 aspen avenue,8067660268,79408,RELIGIOUS AFFILIATION,303.0,30.0,lubbock,TX,sunrise canyon hospital,454093,Psychiatric,true,,
7808 clodus fields drive,9729919504,75251,RELIGIOUS AFFILIATION,113.0,124.0,dallas,TX,green oaks hospital,454094,Psychiatric,true,,
4615 alameda avenue,9155322202,79905,NOT FOR PROFIT,141.0,74.0,el paso,TX,el paso psychiatric center,454100,Psychiatric,true,,
"2601 dimmitt road, suite 400",8062969191,79072,VOL. NON PROFIT - RELIGIOUS AFF,189.0,20.0,plainview,TX,allegiance behavioral health center of plainview,454101,Psychiatric,true,,
2001 ladbrook,2813581495,77339,,201.0,116.0,kingwood,TX,kingwood pines hospital,454103,Psychiatric,true,,
2026 west university drive,9403208100,76201,,121.0,104.0,denton,TX,university behavioral health,454104,Psychiatric,true,,
"5314 dashwood, suite 200",7136009500,77081,,201.0,124.0,houston,TX,behavioral hospital of bellaire,454107,Psychiatric,true,,
17750 cali drive,2815867600,77090,,201.0,128.0,houston,TX,cypress creek hospital,454108,Psychiatric,true,,
1900 denver ave,9155444000,79902,,141.0,166.0,el paso,TX,el paso behavioral health system,454109,Psychiatric,true,,
3300 s fm 1788,4325615915,79706,,329.0,64.0,midland,TX,oceans behavioral  hospital of permian basin,454110,Psychiatric,true,,
3500 south ih-35,2549392100,76513,,27.0,158.0,belton,TX,cedar crest hospital & rtc,454114,Psychiatric,true,,
615 clinic dr,9032123105,75605,,183.0,24.0,longview,TX,oceans behavioral hospital of longview,454117,Psychiatric,true,,
16303 grant road,2815166186,77429,,201.0,24.0,cypress,TX,lone star behavioral health cypress,454118,Psychiatric,true,,
2225 parker road,9722424114,75010,,121.0,78.0,carrollton,TX,carrollton springs,454119,Psychiatric,true,,
1407 west stassney lane,5123838939,78745,,453.0,80.0,austin,TX,austin oaks hospital,454121,Psychiatric,true,,
4225 woods place,3256910030,79602,,441.0,92.0,abilene,TX,oceans behavioral hospital of abilene,454122,Psychiatric,true,,
302 gobblers knob rd,9366322276,75904,,5.0,24.0,lufkin,TX,oceans behavioral hospital of lufkin llc,454123,Psychiatric,true,,
5560 mesa springs drive,8172924600,76123,,439.0,72.0,fort worth,TX,mesa springs,454124,Psychiatric,true,,
800 kirnwood drive,9722961005,75115,,113.0,116.0,de soto,TX,dallas behavioral healthcare hospital llc,454126,Psychiatric,true,,
700 southeast inner loop,5128199400,78626,,491.0,72.0,georgetown,TX,rock springs,454127,Psychiatric,true,,
6200 overton ridge blvd,8173611991,76132,,439.0,48.0,fort worth,TX,wellbridge healthcare fort worth,454128,Psychiatric,true,,
3101 s austin avenue,2489055091,78626,,491.0,118.0,georgetown,TX,georgetown behavioral health institute,454129,Psychiatric,true,,
4301 mapleshade lane,9725965445,75093,,85.0,48.0,plano,TX,wellbridge healthcare greater dallas,454130,Psychiatric,true,,
6902 s peek road,8325352770,77407,,157.0,72.0,richmond,TX,westpark springs llc,454131,Psychiatric,true,,
8550 huebner road,2105415300,78240,,29.0,198.0,san antonio,TX,san antonio behavioral healthcare hospital,454132,Psychiatric,true,,
8402 cross park drive,8445724956,78754,,453.0,90.0,austin,TX,cross creek hospital,454133,Psychiatric,true,,
"5680 frisco square blvd, suite 3000",4695358000,75034,,85.0,70.0,frisco,TX,haven behavioral hospital of frisco,454134,Psychiatric,true,,
2801 gessner road,8328347710,77080,,201.0,163.0,houston,TX,houston behavioral healthcare hospital llc,454135,Psychiatric,true,,
455 park grove lane,2814928888,77450,,201.0,48.0,katy,TX,oceans behavioral hospital of katy,454136,Psychiatric,true,,
7601 fannin street,7137955025,77054,,201.0,148.0,houston,TX,sun behavioral houston,454139,Psychiatric,true,,
613 victoria lane,9563652600,78550,,61.0,94.0,harlingen,TX,palms behavioral health,454141,Psychiatric,true,,
15860 old conroe road,9362707520,77384,,339.0,96.0,conroe,TX,woodland springs,454144,Psychiatric,true,,
1390 northwestern dr.,9154938564,79912,,141.0,80.0,el paso,TX,rio vista behavioral health,454146,Psychiatric,true,,
4001 preston avenue,8326198836,77505,,201.0,22.0,pasadena,TX,oceans behavioral hospital of pasadena,454147,Psychiatric,true,,
7000 us highway 287,8176626341,76001,,439.0,60.0,arlington,TX,perimeter behavioral hospital of arlington,454148,Psychiatric,true,,
2696 w walnut street,9723705517,75042,,113.0,60.0,garland,TX,perimeter behavioral hospital of dallas,454149,Psychiatric,true,,
5931 crosslake parkway,2548704874,76712,,309.0,48.0,waco,TX,oceans behavioral hospital of waco,454150,Psychiatric,true,,
16850 buccaneer ln,8339712356,77058,,201.0,92.0,clear lake city,TX,"medical behavioral hospital of clear lake, llc",454151,Psychiatric,true,,
1201 canyon creek dr,5125693261,76502,,27.0,102.0,temple,TX,canyon creek behavioral health,454152,Psychiatric,true,,
1724 w us highway 82 suite 200,9038701200,75092,,181.0,28.0,sherman,TX,carrus behavioral hospital,454153,Psychiatric,true,,
7501 wallace blvd ste 200,8063102205,79124,,375.0,28.0,amarillo,TX,oceans behavioral hospital of amarillo,454154,Psychiatric,true,,
7777 forest lane,9725667199,75230,,113.0,0.0,dallas,TX,medical city hospital,459801,Transplant Hospitals,true,,
1441 n beckley avenue,2149472879,75203,,113.0,0.0,dallas,TX,methodist dallas medical center,459802,Transplant Hospitals,true,,
4502 medical drive,2105675772,78229,,29.0,0.0,san antonio,TX,university hospital transplant,459803,Transplant Hospitals,true,,
6720 bertner,8323551000,77030,,201.0,0.0,houston,TX,chi st luke's health baylor college of medicine ct,459805,Transplant Hospitals,true,,
12221 north mopac expressway,5129012896,78758,,453.0,0.0,austin,TX,north austin medical center,459807,Transplant Hospitals,true,,
3500 gaston ave,2148202657,75246,,113.0,0.0,dallas,TX,baylor university medical center,459808,Transplant Hospitals,true,,
6565 fannin,7137902221,77030,,201.0,0.0,houston,TX,the methodist hospital transplant,459809,Transplant Hospitals,true,,
1201 west 38th street,5123241902,78705,,453.0,0.0,austin,TX,seton medical center,459810,Transplant Hospitals,true,,
1301 pennsylvania ave,8178822100,76104,,439.0,552.0,fort worth,TX,harris methodist ft worth transplant,459811,Transplant Hospitals,true,,
801 seventh ave,6828854286,76104,,439.0,0.0,fort worth,TX,cook childrens medical center transplant services,459812,Transplant Hospitals,true,,
301 university blvd,4097728643,77555,,167.0,0.0,galveston,TX,utmb galveston transplant,459813,Transplant Hospitals,true,,
1935 motor st,2144566332,75235,,113.0,0.0,dallas,TX,children's medical center dallas,459814,Transplant Hospitals,true,,
6621 fannin,8328241120,77030,,201.0,0.0,houston,TX,texas children's hospital transplant,459815,Transplant Hospitals,true,,
5909 harry hines blvd,2146451914,75390,,113.0,0.0,dallas,TX,ut southwestern medical center university hospital,459816,Transplant Hospitals,true,,
7700 floyd curl drive,2105756275,78229,,29.0,0.0,san antonio,TX,methodist hospital,459818,Transplant Hospitals,true,,
5201 harry hines,2145906773,75235,,113.0,0.0,dallas,TX,parkland hospital,459819,Transplant Hospitals,true,,
2401 s 31st st,2547247545,76508,,27.0,0.0,temple,TX,scott & white transplant,459821,Transplant Hospitals,true,,
1400 eighth ave,8179224650,76104,,439.0,0.0,fort worth,TX,baylor all saints medical center of fort worth,459822,Transplant Hospitals,true,,
3533 s alameda,3616946852,78466,,355.0,0.0,corpus christi,TX,driscoll children's hospital transplant center,459823,Transplant Hospitals,true,,
6411 fannin drive,7137041735,77030,,201.0,0.0,houston,TX,memorial hermann hospital,459824,Transplant Hospitals,true,,
"1700 north oregon, suite 680",9155211828,79902,,141.0,0.0,el paso,TX,las palmas medical center (transplant),459825,Transplant Hospitals,true,,
900 eighth avenue,8178775292,76104,,439.0,0.0,fort worth,TX,medical city  transplant institute -  fort worth,459826,Transplant Hospitals,true,,
5513 doctors drive,9563625433,78539,,215.0,0.0,edinburg,TX,doctors hospital at renaissance,459827,Transplant Hospitals,true,,
4900 mueller blvd,5123240000,78723,,453.0,0.0,austin,TX,dell children's medical center transplant program,459828,Transplant Hospitals,true,,
1034 north 500 west,8013737850,84604,PROPRIETARY,49.0,395.0,provo,UT,utah valley hospital,460001,Short Term,true,,
1050 east south temple,8013504111,84102,VOL. NON PROFIT - RELIGIOUS AFF,35.0,158.0,salt lake city,UT,salt lake regional medical center,460003,Short Term,true,,
4401 harrison boulevard,8013872800,84403,PROPRIETARY,57.0,321.0,ogden,UT,mckay dee hospital,460004,Short Term,true,,
5475 south 500 east,8014792111,84405,VOL. NON PROFIT - RELIGIOUS AFF,57.0,227.0,ogden,UT,ogden regional medical center,460005,Short Term,true,,
8th avenue and c street,8014081100,84143,PROPRIETARY,35.0,250.0,salt lake city,UT,lds hospital,460006,Short Term,true,,
1303 north main street,4358685800,84721,PROPRIETARY,21.0,48.0,cedar city,UT,cedar city hospital,460007,Short Term,true,,
50 north medical drive,8015812121,84132,NOT FOR PROFIT,35.0,1013.0,salt lake city,UT,university of utah hospitals and clinics,460009,Short Term,true,,
5121 south cottonwood street,8015077000,84107,PROPRIETARY,35.0,520.0,murray,UT,intermountain medical center,460010,Short Term,true,,
300 north hospital drive,4356374800,84501,VOL. NON PROFIT - RELIGIOUS AFF,7.0,84.0,price,UT,castleview hospital,460011,Short Term,true,,
1000 east 100 north,8014657100,84651,VOL. NON PROFIT - RELIGIOUS AFF,49.0,126.0,payson,UT,mountain view hospital,460013,Short Term,true,,
2055 north main street,4358433700,84074,VOL. NON PROFIT - RELIGIOUS AFF,45.0,44.0,tooele,UT,mountain west medical center,460014,Short Term,true,,
500 east 1400 north,4357161000,84341,PROPRIETARY,5.0,148.0,logan,UT,logan regional hospital,460015,Short Term,true,,
950 south medical drive,4357349471,84302,VOL. NON PROFIT - RELIGIOUS AFF,3.0,52.0,brigham city,UT,brigham city community hospital,460017,Short Term,true,,
250 west 300 north,4357224691,84066,RELIGIOUS AFFILIATION,13.0,49.0,roosevelt,UT,uintah basin medical center,460019,Short Term,true,,
1380 east medical center drive,4352512100,84790,PROPRIETARY,53.0,245.0,st george,UT,st george regional hospital,460021,Short Term,true,,
170 north 1100 east,8018553300,84003,PROPRIETARY,49.0,89.0,american fork,UT,american fork hospital,460023,Short Term,true,,
1000 north main street,4358934100,84701,PROPRIETARY,41.0,42.0,richfield,UT,sevier valley hospital,460026,Short Term,true,,
500 foothill dr,8015821565,84113,,35.0,578.0,salt lake city,UT,v a hospital,46002F,,false,,
150 west 100 north,4357893342,84078,VOL. NON PROFIT - RELIGIOUS AFF,47.0,39.0,vernal,UT,ashley regional medical center,460030,Short Term,true,,
905 north 1000 west,4352074501,84337,PROPRIETARY,3.0,16.0,tremonton,UT,bear river valley hospital,460039,Short Term,true,,
,,84401,,57.0,30.0,hill air force base,UT,u s air force hosp,46003F,,false,,
1600 west antelope drive,8018077001,84041,VOL. NON PROFIT - RELIGIOUS AFF,11.0,220.0,layton,UT,davis hospital and medical center,460041,Short Term,true,,
630 east medical drive,8012992200,84010,RELIGIOUS AFFILIATION,11.0,117.0,bountiful,UT,lakeview hospital,460042,Short Term,true,,
331 north 400 west,8017143307,84057,PROPRIETARY,49.0,20.0,orem,UT,orem community hospital,460043,Short Term,true,,
9660 south 1300 east,8015012700,84094,PROPRIETARY,35.0,70.0,sandy,UT,alta view hospital,460044,Short Term,true,,
1200 east 3900 south,8012687111,84124,VOL. NON PROFIT - RELIGIOUS AFF,35.0,294.0,salt lake city,UT,st mark's hospital,460047,Short Term,true,,
5848 south 300 east,8013144100,84107,PROPRIETARY,35.0,40.0,murray,UT,the orthopedic specialty hospital,460049,Short Term,true,,
dugway proving ground,4350000000,84022,,45.0,15.0,dugway,UT,u s army hospital,46004F,,false,,
3580 west 9000 south,8015618888,84088,PROPRIETARY,35.0,172.0,west jordan,UT,jordan valley medical center,460051,Short Term,true,,
750 west 800 north,8017146800,84057,VOL. NON PROFIT - RELIGIOUS AFF,49.0,122.0,orem,UT,timpanogos regional hospital,460052,Short Term,true,,
2380 north 400 east,4357139580,84341,VOL. NON PROFIT - RELIGIOUS AFF,5.0,28.0,north logan,UT,cache valley  hospital,460054,Short Term,true,,
900 round valley drive,4356586700,84060,VOL. NON PROFIT - RELIGIOUS AFF,43.0,30.0,park city,UT,park city hospital,460057,Short Term,true,,
3741 west 12600 south,8012854000,84065,PROPRIETARY,35.0,97.0,riverton,UT,riverton hospital,460058,Short Term,true,,
11925 south state street,8015458000,84020,VOL. NON PROFIT - RELIGIOUS AFF,35.0,32.0,draper,UT,lone peak hospital,460060,Short Term,true,,
201 west layton parkway,8015436703,84041,PROPRIETARY,11.0,43.0,layton,UT,layton hospital,460061,Short Term,true,,
765 east market place drive,3853445000,84660,PROPRIETARY,49.0,33.0,spanish fork,UT,spanish fork hospital,460062,Short Term,true,,
126 south white sage avenue,4358645591,84624,VOL. NON PROFIT - RELIGIOUS AFF,27.0,18.0,delta,UT,delta community hospital,461300,Critical Access Hospitals,true,,
674 south highway 99,4357435591,84631,PROPRIETARY,27.0,19.0,fillmore,UT,fillmore community hospital,461301,Critical Access Hospitals,true,,
450 west williams way,4357193500,84532,PROPRIETARY,19.0,17.0,moab,UT,moab regional hospital,461302,Critical Access Hospitals,true,,
1100 south medical drive,4354624123,84647,PROPRIETARY,39.0,18.0,mount pleasant,UT,sanpete valley hospital - cah,461303,Critical Access Hospitals,true,,
48 west 1500 north,4356233000,84648,PROPRIETARY,23.0,25.0,nephi,UT,central valley medical center - cah,461304,Critical Access Hospitals,true,,
850 north main street,4353872411,84751,RELIGIOUS AFFILIATION,1.0,23.0,milford,UT,milford memorial hospital,461305,Critical Access Hospitals,true,,
64 east 100 north,4355282114,84634,VOL. NON PROFIT - RELIGIOUS AFF,39.0,25.0,gunnison,UT,gunnison valley hospital,461306,Critical Access Hospitals,true,,
454 east medical way,4356542500,84032,PROPRIETARY,51.0,19.0,heber city,UT,heber valley hospital,461307,Critical Access Hospitals,true,,
380 west 100 north,4355872116,84535,RELIGIOUS AFFILIATION,37.0,25.0,monticello,UT,san juan hospital,461308,Critical Access Hospitals,true,,
355 north main street,4356445811,84741,STATE,25.0,25.0,kanab,UT,kane county hospital,461309,Critical Access Hospitals,true,,
802 south 200 west,4356783993,84511,PROPRIETARY,37.0,11.0,blanding,UT,blue mountain hospital,461310,Critical Access Hospitals,true,,
200 north 400 east,4356761262,84759,RELIGIOUS AFFILIATION,17.0,15.0,panguitch,UT,garfield memorial hospital,461333,Critical Access Hospitals,true,,
1109 north 100 west,4354387100,84713,CORPORATION,1.0,25.0,beaver,UT,beaver valley hospital,461335,Critical Access Hospitals,true,,
485 east 500 south,8012994800,84010,VOL. NON PROFIT - RELIGIOUS AFF,11.0,43.0,bountiful,UT,western peaks specialty hospital,462003,Long Term,true,,
4252 south birkhill boulevard,3854250050,84107,VOL. NON PROFIT - RELIGIOUS AFF,35.0,41.0,murray,UT,kpc promise hospital of salt lake,462004,Long Term,true,,
